"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario del portal Demo","el usuario verifica los detalles del envio del producto Tablet","PENDING","2022-01-04T18:42:44.03-05:00[America/Bogota]","0.0","0.2"
