"Story","Title","Result","Date","Stability","Duration (s)"
"Yo como usuario del portal Demo","El usuario no puede acceder al boton Pay Now","PENDING","2022-01-05T11:30:30.898-05:00[America/Bogota]","0.0","0.24"
